추천표시,stock_code,stock_name,current_price,corp_code,corp_name,report_nm,rcept_dt,confidence,fx_exposure_score,base_score,negative_score,final_score,export_hits,fx_hits,hedge_hits,foreign_debt_hits,import_cost_hits,status,document_status,reason,evidence_snippet
✅,034730,SK,593000.0,00181712,SK,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,1091,265,361,7,1,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 1356건 / 환헤지/파생상품 단서 361건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,": 백만원, %) 사업부문 매출유형 품목 제36기 1분기 제35기 제34기 비고 매출액 비율 매출액 비율 매출액 비율 IT서비스 용역 시스템구축 및운영/유지보수 수출 37,934 7.2% 175,213 6.4% 169,081 6.5% - 내수 445,430 84.3% 2,125,490 77.4% 1,841,408 70.7%"
✅,051910,LG화학,345000.0,00356361,LG화학,분기보고서 (2026.03),20260514,A,64,0.0,16,128.4,541,145,288,4,4,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 686건 / 환헤지/파생상품 단서 288건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,"영위 27 과학기술 조사 연구 및 기술개발연구의 용역과 기술정보의 매개 영위 28 기술용역업 영위 29 국내외 무역업 및 이에 수반되는 청부업 영위 30 석유의 수출입업 영위 31 운송기구 및 동 부분품과 그 관련품의 제조, 가공 및 매매 영위 32 공업용 가스의 제조, 액화, 저장, 운반 및 매매 영위 33 UTILITY("
✅,064400,LG씨엔에스,92800.0,00139834,LG씨엔에스,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,98,123,134,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 221건 / 환헤지/파생상품 단서 134건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,"9기1분기 제39기 제38기 IT 서비스 상품/용역 개발용역,유지보수 업무,장비공급 등 내수 1,076,715 941,636 4,767,232 4,673,359 수출 238,283 269,745 1,362,310 1,309,268 합계 합계 1,314,998 1,211,381 6,129,542 5,982,627 나. 판매경로"
✅,066570,LG전자,225500.0,00401731,LG전자,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,675,158,334,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 833건 / 환헤지/파생상품 단서 334건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,평택시 진위면 엘지로 222 칠러/ESS사업장 경기도 평택시 진위면 가곡리 760 인천 캠퍼스 인천광역시 서구 경명대로 322번길 LG퓨처파크 경상북도 구미시 수출대로 168 LG스마트파크 LG스마트파크1 : 경상남도 창원시 성산구 성산패총로 170 LG스마트파크2 : 경상남도 창원시 성산구 완암로 84 본사/R&D 캠퍼스
✅,077970,STX엔진,32300.0,00480455,STX엔진,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,52,45,189,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 97건 / 환헤지/파생상품 단서 189건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,"전기관 및 선박, 철도차량, 방위산업 특수장비 구동을 위한 동력기관으로 사용되며, 엔진을 설계, 제조, 판매 및 유지보수하는 사업입니다. 국내 뿐만 아니라 해외 수출 비중도 높아 국가 경제적 파급 효과가 매우 큰 특성을 가지고 있습니다. 또한 내구성과 연비 효율성을 중요시 하는 산업으로 지속적인 기술 개발과 환경규제 대응이"
✅,092780,DYP,4385.0,00117726,DYP,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,50,27,28,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 77건 / 환헤지/파생상품 단서 28건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,"접 납품하는 형태로 공급하고 있으며, 일부 품목은 보수용으로 대리점을 통해 매출을 발생시키고 있습니다. (3) 판매방법 및 조건 ① 내수 : 현금 및 외상판매② 수출 : Local L/C, 직수출 (4) 판매전략 당사는 목표 해외시장 확대를 위하여 다음과 같이 시장확대 판매전략을 수립하여 추진하고 있습니다. [시장 확대 판매"
✅,302440,SK바이오사이언스,39200.0,01319899,SK바이오사이언스,분기보고서 (2026.03),20260513,A,64,0.0,16,128.4,206,38,132,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 244건 / 환헤지/파생상품 단서 132건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,O PQ(사전인증)를 획득하며 국내시장을 기반으로 글로벌 시장으로 사업을 확장하였습니다. 2018년에는 Sanofi와 세포배양 인플루엔자 백신 생산 플랫폼 기술 수출 계약을 체결하는 등 글로벌 협력을 이어 나갔습니다. 한편 2020년부터 시작된 유례없는 COVID-19 팬데믹으로 인해 백신 산업의 중요성은 더 크게 부각되었습
✅,326030,SK바이오팜,87900.0,00878696,에스케이바이오팜,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,485,115,76,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 600건 / 환헤지/파생상품 단서 76건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,"위해 신약 연구 개발을 시작했으며, 거대한 글로벌 신약 시장을 타겟으로 중추신경계 분야 중 특히 뇌전증 분야의 혁신 신약 개발에 집중해 왔습니다. 당사가 기술 수출한 수면장애 신약인 솔리암페톨은 미국 FDA로부터 승인 받아 출시되었습니다(2019년 7월, 제품명 SUNOSI®). 또한 당사가 자체개발한 주력 제품 뇌전증 치"
✅,361610,SK아이이테크놀로지,18610.0,01386916,SK아이이테크놀로지,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,127,140,90,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 267건 / 환헤지/파생상품 단서 90건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,"가. 매출실적 (단위 : 백만원) 사업 부문 매출 유형 품목 제8기 1분기(2026년 1분기) 제7기(2025년) 제6기(2024년) LiBS 제품 등 분리막 수출 3,565 73,646 44,575 내수 2,852 31,593 33,948 해외판매 29,456 156,635 139,342 합계 35,873 261,874"
✅,383220,F&F,85900.0,01568413,F&F,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,107,23,14,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 130건 / 환헤지/파생상품 단서 14건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,ade' 인수목적 사모투자합자회사(PEF) 지분 추가투자 580억 [주요종속회사] 회 사 명 주요 사업의 내용 회사의 주요연혁 에프앤에프 차이나 의류 도소매 및 수출입 2005.07 에프앤에프 상하이 설립 2021.01 에프앤에프 상하이에서 에프앤에프 차이나로 상호 변경 2021.05 (주)에프앤에프 분할 신설시 종속회사 편
✅,465770,STX그린로지스,2895.0,01784394,STX그린로지스,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,59,23,20,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 82건 / 환헤지/파생상품 단서 20건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,"중추적 역할을 하는 산업으로서 그 파급 효과가 큰 산업입니다. 또한 해운업은 세계 경기변동과 일정한 상관관계를 가지는 동시에 국가경제 성장에 필수적인 원자재 및 수출입 물량 운송의 99% 이상을 담당하는 관계로 국가의 기간산업이자 주요산업으로 분류되고 있으며, 국가 전략물자로 분류되는 원유, LNG, 철광석, 원자력 연료봉"
✅,095570,AJ네트웍스,4460.0,00365387,AJ네트웍스,분기보고서 (2026.03),20260515,A,60,0.0,8,127.2,60,9,53,4,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 69건 / 환헤지/파생상품 단서 53건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,"및 임대업 영위 60 광고업 미영위 61 국내외 광고의 대행업 및 광고물의 제작 및 매매 영위 62 연구 및 기술개발과 기술정보의 제공업 미영위 63 각호 관련 수출입업 미영위 64 용역파견 및 제공업 영위 65 정보의 운영 및 판매 미영위 66 인터넷 등 전자상거래를 통한 상품, 제품매매 및 관련부대사업 영위 67 기타 경"
✅,000990,DB하이텍,174300.0,01949584,IBKS제25호스팩,분기보고서 (2026.03),20260513,A,57,0.0,0,127.0,37,4,7,0,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 41건 / 환헤지/파생상품 단서 7건 / 공시신뢰도 A,"목적회사 투자자에게 합병상장회사의 성장으로 인한 이익을 공유토록 하고, 성장의 열매가 근로자를 포함한 사회구성원에게 확대되는 것을 목표로 하고 있는 만큼, 최근 글로벌한 관심과 정부차원의 정책지원이 이어지는 잠재성장성이 높을 것으로 예상되는 신성장동력 산업군 안에서 합병대상기업을 물색하여 합병을 추진하고자 합니다. 참고로 당사"
✅,204210,JK리버스톤리츠,971.0,01035289,제이케이리버스톤자기관리부동산투자회사,분기보고서 (2026.03),20260507,A,56,0.0,0,126.0,4,27,130,0,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 31건 / 환헤지/파생상품 단서 130건 / 공시신뢰도 A,"회사에 의해 상장된 상품리츠 총 22개사: 이리츠코크렙, 신한알파리츠, 롯데리츠, NH프라임리츠, 이지스밸류플러스리츠, 이지스레지던스리츠, 미래에셋맵스리츠, JR글로벌리츠, 코람코라이프인프라리츠, ESR켄달스퀘어리츠, 디앤디플랫폼리츠, SK리츠, NH올원리츠, 미래에셋글로벌리츠, 신한서부티엔디리츠, 코람코더원리츠, 마스턴프리미"
✅,001740,SK네트웍스,13000.0,00131780,SK네트웍스,분기보고서 (2026.03),20260515,A,62,0.0,18,125.7,201,32,65,9,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 233건 / 환헤지/파생상품 단서 65건 / 외화부채·수입원가 부담 단서 9건 / 공시신뢰도 A,"3%룰이 사외이사 여부를 불문하고 적용됨7. 2026년 개정상법에 따라 자기주식 보유, 처분 근거를 신설함 나. 사업목적 현황 구 분 사업목적 사업영위 여부 1 수출입업, 동 대행업 영위 2 무역대리업 영위 3 도ㆍ소매업 영위 4 군관납업 미영위 5 통신판매업 영위 6 전자상거래 및 인터넷관련 사업 영위 7 텔레마케팅서비스업"
✅,002900,TYM,6480.0,00117230,TYM,분기보고서 (2026.03),20260514,A,62,0.0,18,125.7,143,40,157,9,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 183건 / 환헤지/파생상품 단서 157건 / 외화부채·수입원가 부담 단서 9건 / 공시신뢰도 A,"품목 제67기 1분기 제66기 제65기 농기계사업부 제품상품용역 트랙터콤바인이앙기 및 부품 내수 66,563,263 201,443,302 214,097,847 수출 174,449,573 460,361,397 350,170,831 합계 241,012,836 661,804,699 564,268,678 필터사업부 제품상품 탄소복"
✅,005830,DB손해보험,148200.0,00159102,DB손해보험,분기보고서 (2026.03),20260515,A,62,0.0,18,125.7,75,164,952,9,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 239건 / 환헤지/파생상품 단서 952건 / 외화부채·수입원가 부담 단서 9건 / 공시신뢰도 A,"책임 손해를 보상 종합보험 화재에 따른 직접, 소방, 피난손해 및 그로 인한 기업 휴지 손해, 영업배상책임으로 인한 손해,기계에 발생한 물적손해를 보상 적하보험 수출입 화물에 대한 손해를 보상 선박보험 선박에 대한 손해를 보상 항공보험 항공기에 대한 손해를 보상 보증보험 채무불이행으로 채권자가 입게 되는 손해를 보상 권리보험"
✅,108320,LX세미콘,50200.0,00525934,LX세미콘,분기보고서 (2026.03),20260515,A,62,0.0,18,125.7,43,49,216,9,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 92건 / 환헤지/파생상품 단서 216건 / 외화부채·수입원가 부담 단서 9건 / 공시신뢰도 A,"패널 구동용 DDI, T-Con 등이며, 주요 제품인 DDI는 당분기 전체 매출액의 87.58%(전년동기 90.17%)를 차지하고 있습니다. 또한, 당분기 기준 수출 비중은 전체 매출대비 99.61%(전년동기 99.56%)입니다. 당사는 고객사의 제품 종류 및 사양에 대한 요청에 부합하도록 반도체를 설계하며, 설계된 반도체는"
✅,114090,GKL,12070.0,00557508,GKL,[기재정정]사업보고서 (2025.12),20260608,A,62,0.0,18,125.7,54,84,11,9,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: [기재정정]사업보고서 (2025.12) / 수출/해외·환율 단서 138건 / 환헤지/파생상품 단서 11건 / 외화부채·수입원가 부담 단서 9건 / 공시신뢰도 A,"22년 12월 31일에 그랜드오픈을 실시 하였습니다. 4. 매출 및 수주상황 가. 매출실적 당사는 외국인 고객을 대상으로 하는 카지노의 특성 상, 당사의 매출은 수출을 통한 외화의 가득과 동일한 것으로 인식되고 있습니다. (단위 : 백만원) 매출유형 품 목 제21기(2025년) 제20기(2024년) 수량 금액 수량 금액 제품"
🟡,001250,GS글로벌,2980.0,00138190,GS글로벌,분기보고서 (2026.03),20260514,A,60,0.0,20,123.0,250,110,276,10,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 360건 / 환헤지/파생상품 단서 276건 / 외화부채·수입원가 부담 단서 10건 / 공시신뢰도 A,"현황 및 매출규모 [ 무역/ 유통 부문 ] 무역/유통 부문은 당분기말 연결 재무제표 기준으로 당사 전체 매출액의 약 96.4%를 차지하는 기간사업이며, 이 중 수출 사업이 약 80%를 구성하고 있습니다. 주요 사업 현황은 다음과 같습니다. 1) 철강 POSCO, 현대제철 등 국내 철강 제조업체를 비롯하여 중국, 베트남, 인"
🟡,002710,TCC스틸,13000.0,00117300,TCC스틸,분기보고서 (2026.03),20260515,A,60,0.0,20,123.0,170,140,287,10,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 310건 / 환헤지/파생상품 단서 287건 / 외화부채·수입원가 부담 단서 10건 / 공시신뢰도 A,"도금강판, 동도금강판 등 생산제품을다변화하였습니다.제 69기 분기 연결기준 1,746억원, 별도기준 1,186억원의 매출을 기록하였습니다. 매출액(별도기준)에서 수출이 차지하는 비중은 65%로 동아시아 지역 및 미주지역 등다양한 국가에 판매하고 있습니다. 또한 표면처리강판 사업부분 중 주석도금강판과 전해크롬산처리강판이 총 매"
🟡,007980,TP,1796.0,00154329,TP,분기보고서 (2026.03),20260514,A,60,0.0,20,123.0,188,94,136,10,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 282건 / 환헤지/파생상품 단서 136건 / 외화부채·수입원가 부담 단서 10건 / 공시신뢰도 A,역] 구분 내용 이유 1. 사업목적 추가 - - 2. 사업목적 삭제 25. 전자상거래업 상호명 변경에 따른 목적사항 정비 3. 사업목적 변경 변경전 변경후 1. 수출입업11. 부동산 임대업 및 부동산 매매업 1. 의류 및 원부자재 등 수출입업11. 비주거용 부동산 임대업 및 부동산 매매업 상호명 변경에 따른 목적사항 정비 아
🟡,011150,CJ씨푸드,2110.0,00129013,CJ씨푸드,분기보고서 (2026.03),20260515,A,60,0.0,20,123.0,50,29,45,10,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 79건 / 환헤지/파생상품 단서 45건 / 외화부채·수입원가 부담 단서 10건 / 공시신뢰도 A,"서에 기재 예정) II. 사업의 내용 1. 사업의 개요 회사는 어묵,김,생선구이,유부 등의 수산가공식품 사업을 영위하고 있습니다.1976년 창업이래 수산물 가공 수출사업을 바탕으로 식품사업을 시작하여 1985년 국내 최초 위생·고급 어묵인 ""삼호어묵""을 출시하면서 본격적인 내수식품사업에 참여하였습니다. 2012년 (주)우성과"
🟡,097230,HJ중공업,21600.0,00633835,HJ중공업,분기보고서 (2026.03),20260515,A,60,0.0,20,123.0,42,30,36,10,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 72건 / 환헤지/파생상품 단서 36건 / 외화부채·수입원가 부담 단서 10건 / 공시신뢰도 A,"제36조의 2, 제39조의 2 상법개정에 따른 반영, 이사 정원 및 선임규정 변경 나. 사업목적 현황 구 분 사업목적 사업영위 여부 1 선박의 건조, 판매 및 수출 영위 2 선박의 수리, 개조 및 해체 영위 3 선박용 기기의 제작, 수리 및 판매 영위 4 선박수리 군납업 영위 5 박용기계, 공작기계, 산업기계, 산업용 로보"
🟡,285130,SK케미칼,44050.0,01267170,SK케미칼,분기보고서 (2026.03),20260513,A,60,0.0,20,123.0,279,42,189,10,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 321건 / 환헤지/파생상품 단서 189건 / 외화부채·수입원가 부담 단서 10건 / 공시신뢰도 A,".3%, Life Science Biz. Pharma사업부문 19.3%, SK바이오사이언스 25.7%, 기타 -15.4%로 구성되어 있습니다. 또한, 지역별로는 수출 57.1%, 내수 42.9%로 구성되어 있습니다.상기 ""1. 사업의 개요""의 세부사항 및 포함되지 않은 내용 등은 ""II. 사업의 내용""의 ""2.주요 제품 및"
🟡,487570,HS효성,52700.0,01854763,HS효성,분기보고서 (2026.03),20260515,A,60,0.0,20,123.0,142,79,63,10,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 221건 / 환헤지/파생상품 단서 63건 / 외화부채·수입원가 부담 단서 10건 / 공시신뢰도 A,"제표 기준의 사업부문별 구분이 어려워 지배회사와 주요종속회사를 구분하여 기재하였습니다. (1) 지배회사의 내용 ① 판매경로 지배회사는 국내 및 해외 고객으로부터 수출입 화물의 운송 과정에 대한 주관을 위탁받아 수행하면서 계열사 등에 제공하는 물류용역 등은 매월 매출을 계상하고 있습니다. 또한, 지주회사로서 종속ㆍ관계ㆍ공동기업"
✅,210980,SK디앤디,11460.0,00508344,SK디앤디,분기보고서 (2026.03),20260514,A,58,0.0,16,122.4,10,49,506,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 59건 / 환헤지/파생상품 단서 506건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,"니다. 그 밖에 BBD(분당 및 판교), 마곡 등에 신규 업무 지구가 조성되었으며 최근 성수 지역에도 오피스 개발이 집중되며 신규 업무지구가 형성되고 있습니다. 글로벌 투자시장에서는 팬데믹 이후 재택근무가 확대되며 주요 도시의 오피스 공실률이 상승하고 투자 자산으로서의 선호도가 하락하였습니다. 반면 서울 오피스 시장은 제한적"
🟡,000660,SK하이닉스,2150000.0,00164779,SK하이닉스,분기보고서 (2026.03),20260515,A,60,0.0,22,122.3,155,131,134,11,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 286건 / 환헤지/파생상품 단서 134건 / 외화부채·수입원가 부담 단서 11건 / 공시신뢰도 A,"실 수요자에게 판매하는 것입니다. (3) 판매 방법 및 조건 내수 판매는 국내 대리점 등의 수주 현황에 의거하여 현금 또는 어음 결제조건으로 납품하고 있으며, 수출은 MASTER L/C 및 LOCAL L/C에 의거하여 신용장 또는 D/A, D/P 거래 등으로 납품하고 있습니다. (4) 판매 전략 당사 판매 전략은 '비즈니스"
🟡,009540,HD한국조선해양,398000.0,00164830,HD한국조선해양,분기보고서 (2026.03),20260515,A,60,0.0,22,122.3,189,126,352,11,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 315건 / 환헤지/파생상품 단서 352건 / 외화부채·수입원가 부담 단서 11건 / 공시신뢰도 A,"㈜하나은행에서 발급한 보증신용장을 담보로 제공하고 있습니다. (4) 연결실체는 VND 3,805,000백만 차입약정과 관련하여 건조중인 선박, 건조용 원자재 및 수출채권 등을 담보로 제공하고 있습니다.(5) 연결실체는 선수금 환급, 계약 이행 등의 보증서 발급을 위하여 건물 등을 담보로 제공하고 있습니다. 7) 설비의 신설ㆍ"
🟡,018670,SK가스,222000.0,00144164,SK가스,분기보고서 (2026.03),20260515,A,60,0.0,22,122.3,161,88,415,11,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 249건 / 환헤지/파생상품 단서 415건 / 외화부채·수입원가 부담 단서 11건 / 공시신뢰도 A,"사업으로 영위하고 있으며, 2026년1분기 회사 총 매출액인 2.6조원을 LPG 가스사업 등에서 창출하였습니다. 이중 국내 매출은 1.2조원으로 약 46%, 해외수출은 1.4조원으로 약 54%를 차지하고 있습니다. LPG (Liquefied Petroleu Gas: 액화석유가스)는 편리성과 청정성 그리고 높은 효율성을 가지고"
✅,030190,NICE평가정보,14630.0,00158325,NICE평가정보,분기보고서 (2026.03),20260514,A,58,0.0,18,121.7,27,21,5,9,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 48건 / 환헤지/파생상품 단서 5건 / 외화부채·수입원가 부담 단서 9건 / 공시신뢰도 A,"기준일을 주주총회 의결권행사 기준일과 다른날로 정할 수 있도록 함- 제52조의2 (중간배당)중간배당 관련 규정 신설 - 주주의 배당 예측가능성을 제고하기 위한 「글로벌 스탠더드에 부합하는 배당절차 개선방안(관계기관합동, 2023.1.31.자)」내용을 반영- 배당정책 선진화를 위하여 중간배당이 가능하도록 조문 추가 2026년 0"
🟡,000500,가온전선,252000.0,00104768,가온전선,분기보고서 (2026.03),20260515,A,60,0.0,24,121.6,152,34,315,12,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 186건 / 환헤지/파생상품 단서 315건 / 외화부채·수입원가 부담 단서 12건 / 공시신뢰도 A,"속제품의 제조판매 영위 3 철재철선의 제조판매 영위 4 전기전자통신기기의 제조판매 미영위 5 전기통신설비와 송배전 및 그 부대설비의건설과 보수공사 도급 영위 6 수출입업 영위 7 부동산 임대업 영위 8 유산동 제조 및 판매 미영위 9 잡화 도소매업 영위 10 전자, 전기부품의 조립, 가공, 제조판매(모타 제외) 영위 11 과"
🟡,004060,SG세계물산,2985.0,00133511,SG세계물산,분기보고서 (2026.03),20260515,A,60,0.0,24,121.6,82,66,48,12,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 148건 / 환헤지/파생상품 단서 48건 / 외화부채·수입원가 부담 단서 12건 / 공시신뢰도 A,"항목의 기재를 생략합니다.(반기, 사업보고서에 기재 예정) II. 사업의 내용 1. 사업의 개요 연결회사의 사업부문은 제품과 용역의 성격에 따라 3개 부문(의류수출,패션사업,기타)으로 구분하고 있습니다. 그에 따른 사업부문별 현황을 요약하면 아래와 같습니다 사업부문 회사명 주요재화및 용역 사업내용 의류수출 (주)SG세계물산"
🟡,005490,POSCO홀딩스,377000.0,00155319,POSCO홀딩스,분기보고서 (2026.03),20260515,A,60,0.0,24,121.6,345,141,205,12,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 486건 / 환헤지/파생상품 단서 205건 / 외화부채·수입원가 부담 단서 12건 / 공시신뢰도 A,습니다. (2) 판매 경로 ('26년 1분기 판매량 기준) ① 내수 : 포스코 → 가공센터/포스코인터내셔널 → 고객사 (39%) 포스코 → 고객사 (61%) ② 수출 : 포스코 → 상사/포스코인터내셔널 → 해외 고객사 (74%) 포스코 → 해외 고객사 (26%) (3) 판매 방법 및 조건 ① 내수 : 주문생산에 의한 외상 및
🟡,010060,OCI홀딩스,300000.0,00148896,OCI홀딩스,분기보고서 (2026.03),20260514,A,60,0.0,24,121.6,355,99,140,12,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 454건 / 환헤지/파생상품 단서 140건 / 외화부채·수입원가 부담 단서 12건 / 공시신뢰도 A,"부동산 매매업 영위 13 주택건설업 미영위 14 건축자재 제조 및 판매업 미영위 15 보관 및 창고업 미영위 16 광산업, 요업 미영위 17 기술용역업 및 플랜트수출업 미영위 18 수출입업, 각종 위탁업 및 대행업 미영위 19 전자 및 반도체재료 제조, 부품제조 가공 및 판매업 미영위 20 공장 및 빌딩의 자동조정장비 및 관"
🟡,011200,HMM,20050.0,00164645,HMM,분기보고서 (2026.03),20260513,A,60,0.0,24,121.6,150,64,54,12,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 214건 / 환헤지/파생상품 단서 54건 / 외화부채·수입원가 부담 단서 12건 / 공시신뢰도 A,"0 77,203 7. 기타 참고사항 가. 업계의 현황 1) 해운업의 특성 해운업은 자국화물 운송뿐만 아니라 3국간 운송서비스 제공을 통해 외화를 획득하는 서비스 수출 산업이며, 글로벌 경기와 교역량에 업황이 연동되는 특징을 가지고 있습니다. 항공, 철도 등 다양한 운송수단이 있지만 국제물류 운송수단에서 해운이 차지하는 비율은"
🟡,012030,DB,1969.0,00163345,DB,분기보고서 (2026.03),20260515,A,60,0.0,24,121.6,126,86,78,12,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 212건 / 환헤지/파생상품 단서 78건 / 외화부채·수입원가 부담 단서 12건 / 공시신뢰도 A,"의 사업영역을 기반으로 안정적인 수익 창출과 중장기적 성장 기반 확보를 추진하고 있습니다. 상사부문 중 무역사업부는 화학 및 철강 분야를 중심으로 국내외 상품의 수출입 및 중개무역 사업을 영위하고 있으며, 범세계적인 시장 공략을 통해 다수의 안정적인 거래처를 확보하고 있습니다. 또한 신규 거래처 발굴과 영업 지역 다각화, 신"
🟡,033530,SJG세종,6910.0,00134510,SJG세종,분기보고서 (2026.03),20260515,A,60,0.0,24,121.6,187,22,29,12,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 209건 / 환헤지/파생상품 단서 29건 / 외화부채·수입원가 부담 단서 12건 / 공시신뢰도 A,"나. 사업목적 현황 구 분 사업목적 사업영위 여부 1 자동차 부분품 제조업 및 판매업 영위 2 일반기계기구 제조 판매업 영위 3 부동산 매매 및 임대업 영위 4 수출입업 영위 5 임가공업 미영위 6 정보기술(IT), 바이오기술(BT), 나노기술(NT), 로봇융합기술 미영위 7 태양광 발전사업 미영위 8 에너지 발전기술 개발"
